No,Balance,QualMiles,BonusMiles,BonusTrans,FlightMiles,FlightTrans,DaysSinceEnroll
3541,13936,0,1625,6,0,0,1418
3542,5250,0,1875,8,0,0,1418
3543,5500,0,2875,9,0,0,1428
3544,29182,0,3517,18,642,2,1404
3545,7400,0,2600,14,0,0,1394
3546,4350,0,2100,10,0,0,1409
3547,6875,0,4625,30,0,0,581
3548,6000,0,2250,4,0,0,713
3549,11927,0,4000,15,500,1,1188
3550,11864,0,2500,13,0,0,1397
3551,10000,0,3375,19,0,0,1418
3552,5375,0,1375,11,0,0,1396
3553,4500,0,1500,5,0,0,1033
3554,4150,0,375,3,0,0,1424
3555,9125,0,750,6,0,0,1174
3556,13301,0,3500,21,0,0,1400
3557,16504,0,500,4,0,0,1397
3558,10400,0,1840,10,0,0,1397
3559,3750,0,1750,7,0,0,1178
3560,8725,0,5600,14,0,0,1426
3561,7388,0,3958,15,150,1,446
3562,16700,0,1500,5,0,0,1269
3563,11850,0,4475,29,0,0,893
3564,62705,0,2750,15,0,0,1422
3565,2125,0,625,5,0,0,1248
3566,11875,0,3625,22,0,0,1408
3567,7375,0,2750,13,0,0,714
3568,54264,0,15178,17,0,0,1397
3569,49482,0,33147,23,0,0,1255
3570,48607,0,18284,37,0,0,1339
3571,3967,0,375,3,0,0,1337
3572,6250,0,2250,11,0,0,1365
3573,11572,0,7164,22,0,0,1163
3574,12000,0,5625,34,0,0,859
3575,1500,0,500,4,0,0,893
3576,5875,0,2125,10,0,0,997
3577,13350,0,3850,24,0,0,1071
3578,10197,0,3098,10,0,0,723
3579,3250,0,2125,10,0,0,1117
3580,12375,0,3875,24,0,0,863
3581,7625,0,4375,21,0,0,1393
3582,11875,0,3625,22,0,0,1388
3583,1625,0,1250,3,0,0,1381
3584,160114,500,71954,86,30817,53,1373
3585,4500,0,2250,11,0,0,666
3586,2625,0,1375,4,0,0,850
3587,5400,0,1875,8,0,0,1324
3588,28745,0,10375,43,0,0,1323
3589,12675,0,4875,25,0,0,1390
3590,2875,0,1375,4,0,0,1381
3591,4500,0,2125,10,0,0,1271
3592,500,0,125,1,0,0,1355
3593,11361,0,3375,20,0,0,1367
3594,9794,0,2250,11,0,0,968
3595,27619,0,83726,68,14050,46,1325
3596,21842,0,3250,19,0,0,929
3597,37478,0,5409,4,5409,4,429
3598,6305,0,0,0,0,0,1031
3599,13749,0,400,4,400,4,996
3600,7591,0,0,0,0,0,926
3601,10508,0,0,0,0,0,309
3602,74093,0,20055,37,0,0,949
3603,11692,0,0,0,0,0,95
3604,1022,0,0,0,0,0,463
3605,12964,500,450,3,350,2,943
3606,265,0,6000,1,0,0,1012
3607,17191,0,2484,6,2484,6,922
3608,29836,0,16165,3,0,0,815
3609,22647,0,1136,9,0,0,883
3610,33087,0,24761,9,500,1,724
3611,5931,0,0,0,0,0,882
3612,37300,0,23760,19,0,0,676
3613,23704,0,14935,14,0,0,868
3614,44038,0,21634,11,0,0,872
3615,31011,0,0,0,0,0,1130
3616,64956,0,36694,11,0,0,1012
3617,12078,0,500,1,500,1,983
3618,141554,0,41685,15,1000,2,1139
3619,24847,0,1550,4,0,0,1022
3620,46207,0,16093,32,0,0,1130
3621,121779,0,3500,3,1000,2,634
3622,28049,0,100,2,0,0,1164
3623,11690,0,0,0,0,0,360
3624,36491,0,500,1,500,1,1027
3625,33413,0,31605,8,0,0,647
3626,9446,0,0,0,0,0,667
3627,48944,2565,17988,12,0,0,1005
3628,68092,0,16524,14,500,2,652
3629,1000,0,1000,1,0,0,148
3630,1884,0,0,0,0,0,31
3631,22027,0,1225,3,0,0,653
3632,4130,0,100,1,0,0,673
3633,3447,0,1000,1,0,0,872
3634,59317,4877,4794,3,1194,1,660
3635,2886,0,500,1,0,0,557
3636,4028,0,0,0,0,0,346
3637,45485,0,8417,4,0,0,759
3638,31539,0,6406,16,200,1,721
3639,4586,0,1000,1,0,0,249
3640,20335,0,5115,2,0,0,768
3641,2250,0,1750,7,0,0,817
3642,25418,0,50,1,50,1,720
3643,2686,0,7500,4,500,1,301
3644,47662,3071,100,1,100,1,760
3645,4224,0,0,0,0,0,336
3646,4375,0,2875,16,0,0,248
3647,76210,0,37937,29,1110,8,798
3648,10512,0,0,0,0,0,836
3649,3834,0,500,1,0,0,524
3650,41537,3576,3000,3,250,1,669
3651,4584,0,0,0,0,0,652
3652,19870,0,11075,4,0,0,892
3653,18088,0,16697,6,0,0,501
3654,20765,0,15949,4,0,0,319
3655,7138,0,0,0,0,0,293
3656,17539,0,500,3,400,2,628
3657,7038,0,1336,3,1336,3,309
3658,5459,0,9864,14,0,0,880
3659,1125,0,0,0,0,0,898
3660,8994,0,0,0,0,0,1104
3661,44780,0,2100,3,1100,2,968
3662,12286,0,7972,11,250,1,1018
3663,25047,0,500,1,500,1,443
3664,16844,0,0,0,0,0,483
3665,49271,0,20695,11,0,0,852
3666,9157,0,22802,10,1245,3,901
3667,86588,0,4537,4,0,0,1072
3668,53027,0,30627,16,0,0,1290
3669,24765,0,19969,5,0,0,595
3670,29174,0,100,1,0,0,1087
3671,1100,0,1100,2,0,0,438
3672,56712,0,15685,14,500,1,997
3673,8232,0,0,0,0,0,258
3674,58816,0,4600,5,1100,3,570
3675,24295,0,250,2,250,2,621
3676,20198,0,3139,2,3139,2,601
3677,24454,0,1919,7,0,0,732
3678,7847,0,0,0,0,0,284
3679,29056,0,4354,14,0,0,715
3680,42071,0,500,1,0,0,502
3681,570,0,180,4,0,0,785
3682,8904,0,3740,14,0,0,898
3683,4354,0,1000,1,0,0,706
3684,2000,0,0,0,0,0,165
3685,57346,0,7946,6,5446,5,492
3686,11303,0,0,0,0,0,119
3687,642,0,0,0,0,0,355
3688,1000,0,0,0,0,0,500
3689,5269,0,22697,13,0,0,604
3690,38995,0,1200,2,200,1,563
3691,4652,0,0,0,0,0,207
3692,500,0,0,0,0,0,340
3693,4546,0,1000,1,0,0,239
3694,31673,0,2500,1,0,0,283
3695,8684,0,0,0,0,0,544
3696,2104,0,0,0,0,0,466
3697,862,0,0,0,0,0,8
3698,972,972,0,0,0,0,2
3699,4490,0,0,0,0,0,107
3700,13560,0,0,0,0,0,368
3701,2000,0,0,0,0,0,520
3702,8964,3861,0,0,0,0,594
3703,1837,0,1000,1,0,0,219
3704,500,0,0,0,0,0,122
3705,4090,0,0,0,0,0,59
3706,12264,0,0,0,0,0,267
3707,54950,0,30500,9,0,0,450
3708,16094,0,0,0,0,0,199
3709,1000,0,0,0,0,0,594
3710,6705,0,600,2,0,0,507
3711,6338,0,0,0,0,0,322
3712,3110,0,1100,2,0,0,345
3713,3000,0,1000,1,0,0,270
3714,23257,0,0,0,0,0,361
3715,18933,0,0,0,0,0,284
3716,93198,0,28923,18,0,0,500
3717,9862,0,1693,3,693,2,309
3718,16501,0,0,0,0,0,360
3719,9264,0,4830,15,0,0,424
3720,4676,0,0,0,0,0,141
3721,4636,0,0,0,0,0,42
3722,3065,0,0,0,0,0,87
3723,3230,0,0,0,0,0,10
3724,8660,0,0,0,0,0,172
3725,1500,0,0,0,0,0,60
3726,2627,0,0,0,0,0,25
3727,1224,0,0,0,0,0,269
3728,12602,0,5632,5,500,1,158
3729,1022,0,0,0,0,0,277
3730,3788,0,0,0,0,0,61
3731,1446,0,0,0,0,0,99
3732,20882,0,1000,1,0,0,328
3733,5450,0,125,3,0,0,687
3734,25730,0,1431,3,931,2,630
3735,6835,0,765,3,0,0,596
3736,16936,0,14970,2,0,0,580
3737,20410,0,0,0,0,0,541
3738,1500,0,0,0,0,0,480
3739,27759,0,7195,5,0,0,499
3740,500,0,500,1,0,0,493
3741,25054,0,32592,17,3409,6,486
3742,4751,0,0,0,0,0,334
3743,5354,0,0,0,0,0,32
3744,1500,0,1500,1,0,0,235
3745,6356,0,5000,1,0,0,180
3746,642,0,642,3,0,0,170
3747,7504,0,0,0,0,0,100
3748,6015,4929,0,0,0,0,30
3749,27488,0,23927,21,0,0,2273
3750,39956,0,0,0,0,0,3206
3751,35569,0,27119,21,0,0,3357
3752,55472,0,17848,18,3763,3,3566
3753,15682,0,5025,6,500,1,3298
3754,70178,0,61530,12,1300,6,3306
3755,221543,0,10300,5,200,3,3554
3756,77978,0,1373,10,650,6,3753
3757,203353,0,14000,13,4000,8,3557
3758,68684,0,5756,13,0,0,2892
3759,23352,0,3600,8,3600,8,1459
3760,24228,0,2850,15,0,0,3452
3761,19483,0,4263,18,0,0,3589
3762,78231,0,19182,13,0,0,3102
3763,74531,0,10914,17,750,3,3456
3764,83276,0,22539,8,650,2,3424
3765,21216,0,7787,12,0,0,3378
3766,17967,0,1500,5,0,0,3340
3767,4000,0,0,0,0,0,3453
3768,74651,0,10893,22,0,0,3456
3769,400,0,160,1,0,0,3460
3770,35766,0,49702,20,784,1,3503
3771,2000,0,0,0,0,0,3188
3772,48296,0,31329,9,500,1,3061
3773,822321,0,138334,26,600,2,3288
3774,140544,0,1021,3,500,1,3342
3775,43971,0,1491,11,0,0,2350
3776,10635,0,45212,20,0,0,2131
3777,13986,0,400,1,400,1,3398
3778,46269,0,20594,14,0,0,3487
3779,27712,0,750,2,750,2,3491
3780,35850,0,17759,18,0,0,3439
3781,7630,0,220,3,0,0,3403
3782,31541,0,5101,12,0,0,3488
3783,8009,0,8102,12,2850,6,3279
3784,14791,0,23956,26,300,2,2689
3785,65141,0,31463,26,2550,2,3452
3786,68907,0,33434,10,0,0,3365
3787,27669,0,3219,7,0,0,3413
3788,62589,0,10000,4,0,0,2803
3789,374613,0,23592,31,5000,14,3463
3790,97768,0,26734,13,0,0,3119
3791,73159,0,358,4,358,4,3237
3792,48577,0,34224,16,0,0,2794
3793,70614,0,32417,18,0,0,3519
3794,38827,0,0,0,0,0,2993
3795,29919,0,1225,3,0,0,2949
3796,9673,0,0,0,0,0,2501
3797,72309,0,41949,20,289,2,1735
3798,55473,0,10156,7,0,0,1751
3799,706,0,730,3,100,1,1739
3800,7698,0,0,0,0,0,1734
3801,72019,0,20430,8,0,0,1789
3802,89876,0,51620,17,0,0,1739
3803,19821,0,2525,3,425,1,1731
3804,6850,0,2225,11,0,0,1719
3805,32091,0,8426,17,1000,2,1731
3806,26055,0,3320,14,0,0,1727
3807,122488,0,2800,17,1300,16,1718
3808,126028,0,23974,19,668,1,1716
3809,94201,0,21559,13,0,0,1716
3810,6240,0,0,0,0,0,1679
3811,13899,0,5125,31,0,0,1705
3812,15832,2376,8130,20,500,1,1698
3813,891,0,891,8,0,0,1703
3814,21787,0,1500,5,0,0,1704
3815,71502,0,9482,13,0,0,1699
3816,3420,0,1750,7,0,0,1690
3817,7535,0,18487,20,0,0,1678
3818,28132,0,465,5,0,0,1702
3819,67329,0,6500,3,0,0,1696
3820,20971,1490,43527,34,0,0,1695
3821,11500,0,0,0,0,0,1695
3822,15275,0,2750,8,0,0,1694
3823,166638,0,64572,22,0,0,1697
3824,86500,0,51740,20,0,0,1691
3825,5500,0,5500,11,5500,11,1690
3826,62121,0,3602,9,0,0,1692
3827,66315,0,8096,9,0,0,1689
3828,4342,0,0,0,0,0,1678
3829,24838,0,500,1,0,0,1684
3830,23165,0,5990,15,150,1,1678
3831,25992,0,24333,10,0,0,1678
3832,59782,0,7500,7,2000,4,1681
3833,64131,1452,7676,15,4620,11,1681
3834,96179,0,32069,14,400,2,1667
3835,101431,0,49801,19,0,0,1677
3836,12824,0,500,4,0,0,1677
3837,130595,0,0,0,0,0,1677
3838,8150,0,14135,41,500,2,1676
3839,22291,0,3812,11,578,2,1675
3840,204693,0,5159,5,0,0,1672
3841,16079,0,6085,4,0,0,1670
3842,10630,0,550,6,0,0,1670
3843,23027,0,3375,15,0,0,1669
3844,112345,0,36640,14,0,0,1669
3845,7500,0,2950,8,2850,7,1668
3846,4351,0,0,0,0,0,1659
3847,97510,1678,71609,51,7650,26,1665
3848,104656,0,5000,3,0,0,1663
3849,9575,0,0,0,0,0,1835
3850,55152,0,14630,14,0,0,1662
3851,12855,0,0,0,0,0,1653
3852,11947,0,8099,14,1000,2,1656
3853,24893,0,0,0,0,0,1652
3854,17534,0,0,0,0,0,1656
3855,37165,0,19715,15,0,0,1654
3856,190730,0,78916,28,2450,9,1648
3857,4680,0,135,3,0,0,1646
3858,10845,0,0,0,0,0,1621
3859,22998,0,0,0,0,0,1644
3860,15635,0,410,3,0,0,1612
3861,35650,0,23130,34,0,0,1640
3862,3126,0,100,1,0,0,1634
3863,33245,0,31390,17,0,0,1628
3864,16152,0,6129,19,500,5,1635
3865,15624,0,0,0,0,0,1634
3866,59151,0,11110,13,0,0,1636
3867,30500,0,0,0,0,0,1628
3868,88404,0,37304,29,500,1,1628
3869,33017,0,10333,18,0,0,1622
3870,16883,0,4398,12,500,2,1626
3871,23188,0,1291,8,0,0,1627
3872,56289,0,24051,15,0,0,1628
3873,5346,0,0,0,0,0,1621
3874,24475,0,800,8,800,8,1614
3875,25753,0,3400,21,0,0,1614
3876,70659,0,9178,8,0,0,1622
3877,1000,0,0,0,0,0,1597
3878,63162,0,27564,8,0,0,1600
3879,17472,0,500,1,0,0,1618
3880,6058,0,0,0,0,0,1608
3881,11005,0,5736,3,0,0,1609
3882,32424,0,39635,16,0,0,1584
3883,31784,0,350,1,350,1,1604
3884,126167,0,190160,15,0,0,1612
3885,17079,0,4000,3,0,0,1605
3886,35493,0,0,0,0,0,1602
3887,84979,0,36702,16,0,0,1600
3888,22029,0,2882,14,0,0,1597
3889,771,0,13160,4,0,0,1601
3890,50416,0,4574,13,450,1,1597
3891,81866,0,10000,4,0,0,1591
3892,85696,0,18603,14,0,0,1591
3893,134882,0,15717,14,0,0,1597
3894,3919,0,500,1,0,0,1591
3895,43310,0,10058,13,0,0,1589
3896,18148,0,26,3,0,0,1565
3897,51653,0,11052,14,0,0,1571
3898,179832,2954,18218,20,2500,5,1569
3899,44324,0,650,4,650,4,1583
3900,90666,0,32474,14,0,0,1582
3901,10741,0,6593,8,1108,2,1579
3902,69954,0,8500,5,500,1,1578
3903,13004,1000,13890,39,0,0,1572
3904,29657,0,8092,4,0,0,1592
3905,11974,0,4025,12,2400,6,1565
3906,18601,0,5899,12,0,0,1600
3907,27604,0,1570,6,0,0,1555
3908,126490,0,8808,15,5183,12,1566
3909,57642,0,52176,15,0,0,1564
3910,14598,0,625,5,0,0,1562
3911,6822,0,0,0,0,0,1559
3912,55922,2273,8104,19,4104,16,1552
3913,9620,0,500,1,0,0,1523
3914,12966,0,15021,16,886,3,1553
3915,39450,0,0,0,0,0,1529
3916,121156,0,12245,6,1000,2,1538
3917,28028,0,0,0,0,0,1548
3918,130748,0,65510,37,6349,7,1545
3919,17481,0,0,0,0,0,1535
3920,5000,0,5000,1,0,0,1537
3921,22885,0,1060,2,0,0,1541
3922,26065,0,5600,6,1500,3,1530
3923,10760,0,0,0,0,0,1534
3924,9312,0,3405,8,250,1,1527
3925,14775,0,14275,9,0,0,1519
3926,8060,0,1750,4,0,0,1534
3927,89222,0,0,0,0,0,1528
3928,16148,0,2625,14,0,0,1529
3929,4316,0,1375,4,0,0,1515
3930,9372,0,0,0,0,0,1524
3931,40424,0,44110,26,343,3,1523
3932,49519,0,25762,18,0,0,1522
3933,37305,0,10205,13,0,0,1513
3934,7273,0,375,3,0,0,1517
3935,76595,0,10577,2,9577,1,1515
3936,33629,0,4970,10,150,1,1500
3937,14440,0,365,2,0,0,1502
3938,62339,0,0,0,0,0,1507
3939,53040,0,3960,9,0,0,1595
3940,40346,0,5412,13,0,0,1483
3941,23835,0,0,0,0,0,1488
3942,17613,0,5030,9,0,0,1495
3943,2131,0,405,3,0,0,1480
3944,20885,0,751,12,0,0,1494
3945,2124,0,2324,2,0,0,1487
3946,62645,0,19602,11,0,0,1474
3947,139032,0,19565,17,1150,4,1481
3948,45533,0,12247,20,0,0,1486
3949,35509,0,14204,13,0,0,1486
3950,170632,0,4650,3,0,0,1480
3951,59650,0,5050,16,3950,13,1476
3952,8273,0,0,0,0,0,1474
3953,5425,0,2000,9,0,0,1412
3954,59927,739,3100,3,0,0,1464
3955,33972,0,21029,29,0,0,1467
3956,71794,0,6000,3,0,0,1453
3957,47301,1005,4561,4,0,0,1464
3958,60854,0,5240,5,0,0,1457
3959,11680,0,1460,3,0,0,1459
3960,13942,0,5822,12,0,0,1458
3961,24917,0,3948,14,0,0,1457
3962,131125,862,4993,11,50,1,1443
3963,19640,0,935,3,0,0,1451
3964,31611,0,4030,12,0,0,1457
3965,16014,0,0,0,0,0,1450
3966,16063,0,2330,9,0,0,1447
3967,91605,0,37840,18,0,0,1444
3968,26504,0,10599,29,1000,7,1445
3969,62907,0,3200,3,200,1,1431
3970,12532,0,2069,9,0,0,1445
3971,52584,0,2500,1,0,0,1439
3972,20954,0,375,3,0,0,1438
3973,35185,0,5957,7,0,0,1439
3974,72297,0,16241,16,0,0,1587
3975,58387,0,14581,39,0,0,1435
3976,9128,0,0,0,0,0,1424
3977,37520,0,19924,6,0,0,1432
3978,9399,0,2125,10,0,0,1430
3979,10071,0,27701,16,0,0,1421
3980,57793,0,20959,15,1198,3,1424
3981,28867,0,19169,28,0,0,1425
3982,1010,0,0,0,0,0,1423
3983,11463,0,339,4,0,0,1425
3984,26173,0,305,1,0,0,1418
3985,404,0,550,3,0,0,1418
3986,59017,0,34746,25,0,0,1418
3987,34235,0,18910,7,250,1,1415
3988,11933,0,249,3,79,1,1412
3989,5000,0,2125,3,0,0,1412
3990,2622,0,1625,6,0,0,1404
3991,11310,0,5021,2,0,0,1409
3992,39142,0,14981,28,0,0,1408
3993,11181,0,929,12,0,0,1407
3994,3974,0,365,3,0,0,1397
3995,18476,0,8525,4,200,1,1403
3996,64385,0,981,5,0,0,1395
3997,73597,0,25447,8,0,0,1402
3998,54899,0,500,1,500,1,1401
3999,3016,0,0,0,0,0,1398
